cafeName	orderByNew	concept	nofConKatsu	WantToGo	OperatingHours	Fee	NearestStation	Area	concept_list
めいどりーみん 池袋 サンシャイン通り店	1459	メイド	0.0	1.0	月~金 11:30~23:00 土日祝 10:30~23:00	1時間 500円 / 1オーダー 延長 500円 / 1オーダー	JR「池袋駅」（東口）より徒歩3分 東京メトロ有楽町線「東池袋駅」より徒歩3分	Kanto	['メイド']
めいどりーみん 秋葉原 本店	1460	メイド	0.0	0.0	月~金 11:30~23:00 土日祝 10:30~23:00	1時間 500円 / 1オーダー 延長 500円 / 1オーダー	JR各線「秋葉原駅」より徒歩5分 東京メトロ銀座線「末広町駅」より徒歩1分	Kanto	['メイド']
レイヤーズ	1461	アニソン	0.0	0.0	月~金 18:00~23:30 土日祝 15:00~23:30	初回料金 ￥2,500（60分） 延長料金 ￥1,000（30分） 女性料金 ￥1,500（60分） コスプレ貸出 ￥0（女性のみ） お酒 ウイスキー、焼酎が飲み放題☆ ソフトドリンク ジュース、コーラ、ウーロン茶、ココア等が飲み放題☆	池袋駅から徒歩2分	Kanto	['アニソン']
ミアカフェ東京店	1462	メイド	0.0	2.0	平日 月~金 17:00~22:00土曜・日曜・祝日 12:00~22:00	1000円～	秋葉原駅より徒歩4分	Kanto	['メイド']
吸血鬼メイド喫茶&バー アルカード	1463	ヴァンパイア	0.0	0.0	月~木 14:00~24:00金 14:00~05:00（予定）祝前日 14:00~05:00（予定）土 12:00~05:00（予定）日 12:00~24:00	2000円～	JR秋葉原駅徒歩4分 銀座線末広町1分	Kanto	['ヴァンパイア']
Melty Brown（メルティブラウン）	1464	クラシカル	0.0	3.0	月~金 14:00~23:00 土日祝 14:00~23:00	?800 / 60分 ワンドリンクオーダー制 ※60分を超えると自動延長となり?800のチャージ料がかかります。 ※延長の際は追加で1ドリンクの注文をお願い致します。	秋葉原駅から徒歩5分	Kanto	['クラシカル']
声優のたまご	1465	声優	0.0	1.0	月~金 19:00~5:00 土日祝 19:00~5:00	チャージ 最初の１時間 ￥800 延長料金 30min ￥400 当店は1ドリンクオーダー制、自動延長となっております。 フード、チェキは1オーダーには適応できません。 団体様の場合はお一人様づつの1オーダーを頂きます。	秋葉原駅 から徒歩２分	Kanto	['声優']
ラヴィアンローズ	1466	宮殿	0.0	0.0	月~金 17:00~23:00 土日祝 17:00~23:00		秋葉原駅から徒歩８分	Kanto	['宮殿']
le bijou（るびじゅー）	1467	ロリ×中二病×美少女×宝石×癒し×育成型	0.0	2.0	月~金 17:00~5:00土日祝17:00~5:00		JR秋葉原駅より徒歩6分 東京メトロ銀座線末広町駅徒歩3分	Kanto	['ロリ', '中二病', '美少女', '宝石', '癒し', '育成型']
聖氷女教会	1468	ハードパンク	0.0	0.0	月~金 23:00~5:00 土日祝 23:00~5:00		秋葉原駅 から徒歩７分	Kanto	['ハードパンク']
めいどりーみん 秋葉原 外神田一丁目店	1469	メイド	0.0	0.0	月~金 11:30~23:00 土日祝 10:30~23:00	1時間 500円 / 1オーダー 延長 500円 / 1オーダー	JR各線「秋葉原駅」より徒歩2分 東京メトロ銀座線「末広町駅」より徒歩5分	Kanto	['メイド']
cafe&bar Dream→Amazing Dream（アメイジング ドリーム）	1470		0.0	0.0	月~金 18:00~23:00 土 18:00~23:00 日祝 15:00~23:00	1000円～	秋葉原駅より徒歩６分	Kanto	['']
Ribbon	1471		0.0	0.0	月~土 18:00~6:00 日祝 15:00~6:00	チャージ 男性 19：00～22：00 600円（30分） 22：00～ラスト 800円（30分） 女性 19：00～22：00 300円（30分） 22：00～ラスト 400円（30分）	新宿駅より徒歩7分	Kanto	['']
萌えちゃんねるBAR	1472	コスプレ	0.0	1.0	水~金 20:00~5:00 土 20:00~5:00 日 20:00~5:00	1,200円～	新宿駅より徒歩6分 西武新宿駅より徒歩3分	Kanto	['コスプレ']
LilyBell（リリーベル）	1473	秘密基地	0.0	2.0	火~木 17:00~23:00 (L.O. 22:30) 金 17:00~5:00 (L.O. 04:30) 土 15:00~5:00 (L.O. 04:30) 日 15:00~23:00 (L.O. 22:30)	Standard Charge ?700+1ドリンク 60分 飲み放題 ?2,500 60分	池袋駅から徒歩２分	Kanto	['秘密基地']
SeeKa（シーカ）	1474		0.0	0.0	水~金 17:00~23:00土 15:30~5:00		秋葉原駅 から徒歩7分 岩本町駅 から徒歩3分	Kanto	['']
アフィリア・スターズ	1475	魔法	0.0	0.0	月~金 18:00~5:00（フードL.O. 4:00／ドリンクL.O. 4:30） 土日祝 17:00~5:00（フードL.O. 4:00／ドリンクL.O. 4:30）	1時間毎に1,100円（女性600円）のテーブルチャージ	六本木駅より徒歩1分	Kanto	['魔法']
CAMEROT（キャメロット）	1476	ジェンダーレス	0.0	0.0	月~金 17:30~24:00 土日祝 17:30~24:00	Time charge １h/?800 soft drink ?600 alcohol ?1,000 shot ?1,000 tax10% 飲み放題あり	渋谷駅から徒歩1分	Kanto	['ジェンダーレス']
Klover（クローバー）	1477	メイド	0.0	0.0	火~金 18:00~23:00 土日祝 17:00~23:00	飲み放題 1set60分 男性 3,000円 女性 1,500円	立川駅 から徒歩３分	Kanto	['メイド']
Fairies Pop（フェアリーズポップ）	1478	原宿系	0.0	0.0	月~金 15:00~22:00 土日祝 15:00~22:00		秋葉原駅から徒歩5分	Kanto	['原宿系']
めいどりーみん 秋葉原 電気街口駅前店	1479	メイド	0.0	0.0	月~木 11:30~23:00 金 11:30~23:00 土曜日 10:30~23:00 日・祝日 10:30~23:00	1時間 500円 / 1オーダー 延長 500円 / 1オーダー	JR「秋葉原駅」（電気街口）より徒歩1分 東京メトロ銀座線「末広町駅」より徒歩7分	Kanto	['メイド']
めいどりーみん 秋葉原 ひみつきち	1480	メイド	0.0	0.0	月~金 11:30~23:00 土祝日 10:30~23:00 日 10:30~22:00	1時間 500円 / 1オーダー 延長 500円 / 1オーダー	JR各線「秋葉原駅」より徒歩3分 東京メトロ銀座線「末広町駅」より徒歩5分	Kanto	['メイド']
バナナボンゴ	1481	オタク	0.0	0.0	月~金 18:00~23:30 土日祝 18:00~23:30		池袋駅より徒歩5分	Kanto	['オタク']
OL Cafe&Bar 8style	1482	OL	0.0	0.0	月~金 15:00~23:00土日祝 13:00~21:00	約3,000円	JR秋葉原駅 徒歩3分 地下鉄銀座線末広町駅 徒歩3分	Kanto	['OL']
みけねこカフェ 秋葉原店	1483	猫	0.0	1.0	月~金 16:00~4:00土日祝 12:00~4:00	1,000円	末広町駅より徒歩2分 秋葉原駅より徒歩7分	Kanto	['猫']
IDOLARIUM（アイドラリウム）	1484	アイドル	0.0	0.0	月~金 16:00~23:00土日祝 13:00~23:30	チャージ料金（60分） 600円 １時間毎に１ドリンクオーダー制	秋葉原駅 から徒歩８分	Kanto	['アイドル']
ZiPanG	1485	和風	0.0	1.0	平日･土曜日17:00~23:00日祝15:00~23:00		西川口駅	Kanto	['和風']
Cafe&Bar 十誡 ZIKKAI	1486	図書館	0.0	1.0	Cafe Time／13:30～18:00Bar Time／18:00～21:00（酒類提供20:00迄）	3,000円~	東京メトロ銀座駅C2出口より徒歩２分有楽町駅より徒歩５分銀座駅から215m	Kanto	['図書館']
石榴（ザクロ）	1487	中二病	0.0	2.0	月~金 14:00~23:00 土日祝 14:00~23:00	?800 / 60分 ワンドリンクオーダー制 ※60分を超えると自動延長となり?800のチャージ料がかかります。 ※延長の際は追加で1ドリンクの注文をお願い致します。	秋葉原駅より徒歩5分	Kanto	['中二病']
≪ 池袋男装Cafe & Bar【ZAC】≫	1488	中二病	0.0	2.0	※コロナ渦仕様の為、カレンダー要確認	2,000円~	池袋駅より徒歩5分	Kanto	['中二病']
夢灯	1489	和風	0.0	1	17:00~23:00	1,500円~	各線梅田駅から徒歩約10分ＪＲ大阪駅から徒歩約10分扇町駅から徒歩10分中崎町駅から徒歩約6分	Kansai	['和風']
よつばの秘密基地	1490	秘密基地	0.0	1	15:00~23:00	1,000円~		Kansai	['秘密基地']
幽幻酒家	1491	キョンシー×チャイナ	0.0	6.0	月 17:00 - 26:00 火 17:00 - 26:00 水 17:00 - 26:00	3,000	池袋駅東口徒歩5分	Kanto	['キョンシー', 'チャイナ']
ワンダーパーラーカフェ	1492	クラシカル	0.0	2.0	平日 : 14時~22時土日祝 : 12時~22時	1,000~2,500円(通常営業時 90分制、テーブルチャージ及び消費税込み、お飲物単品～お食事セット)	池袋駅, 東池袋駅	Kanto	['クラシカル']
ちゅちゅ♡べり	1493	メイド	0.0	0.0	月 18:00 - 23:30 火 お休み 水 18:00 - 23:30	2,000~	新宿駅西武新宿駅	Kanto	['メイド']
ウィッチズガーデン ~魔女の箱庭~	1494	美少女×魔女×魔法	0.0	5.0	月 17:00 - 29:00 火 17:00 - 29:00 水 17:00 - 29:00	3,000	JR「秋葉原駅」電気街口から　徒歩４分銀座線「末広町駅」3番出口から　徒歩４分	Kanto	['美少女', '魔女', '魔法']
幽遊屋敷～霊女編～	1495	かわいい×花魁×夜×和風×幽霊	0.0	11.0	16:00~25:00	3,700円～初回 1,900円～（税サ込）一名、一番早い時間帯に、オプション等つけず、基本料金で税サ込の価格(10円単位は切り上げ)	秋葉原駅電気街口から徒歩3分	Kanto	['かわいい', '花魁', '夜', '和風', '幽霊']
White cat	1496	猫	0.0	0.0	16:00~LAST	2,000円~	都営大江戸線新宿西口駅JR新宿駅	Kanto	['猫']
幽遊屋敷	1497	BL×和風×幽霊	0.0	4.0	20:00~6:00		秋葉原駅末広町駅	Kanto	['BL', '和風', '幽霊']
Ultema（アルテマ）	1498		0.0	0	19:00-LAST	3,500円~		Kansai	['']
メイドさんと執事さんがいるお店 TOYBOX	1499	メイド	0.0	0	バータイム 18:00~23:00ナイトタイム 23:00~05:00	2,500円~	日本橋駅から徒歩7分恵美須町駅から徒歩7分なんば駅から徒歩10分	Kansai	['メイド']
TRIGGER HAPPY	1500	ミリタリー	0.0	4.0	月~金 11:30~14:00 15:00~23:00 土日祝 15:00~23:00	1500円～	東京メトロ銀座線「末広町駅」から徒歩2分JR山手線「秋葉原駅」から徒歩8分東京メトロ丸ノ内線「淡路町駅」から徒歩10分	Kanto	['ミリタリー']
にゃんぽんたん	1501	猫	0.0	4	平日 14:00~22:00土 13:00~22:00日 13:00~21:00（祝日・イベントの兼ね合いで変動有）	1,650円~入園料(1時間)880円ワンオーダー制	仙台駅	Hokkaido and Tohoku	['猫']
橙幻郷	1502		0.0	0.0	月~金 17:00~23:00土日祝 12:00~23:00	平日…90分1ドリンク制 土日祝…60分1オーダー制 ※チャージ料はございません	秋葉原駅から徒歩5分	Kanto	['']
異世界×JUMP	1503	異世界	0.0	0	19:00~ラスト	2,500円~/70分	旭橋駅	Kyusyu and Okinawa	['異世界']
帝國迎賓館【帝國アニマ】	1504	シスター	0.0	2.0	平日 14:00~23:30土日祝 12:00~23:30		秋葉原駅から徒歩6分	Kanto	['シスター']
高まり研究所	1505	アニソン	0.0	0.0	月~木17:00~23:00金土･祝前 17:00~翌5:00(営業時間変更の場合がありますのでTwitterにて詳細ご確認ください)	2,000円~4,000円	JR秋葉原駅	Kanto	['アニソン']
China Concept Bar 桃桃-たおたお-	1506	チャイナ	0.0	0	21:00~3:00	5,500円~	金沢駅	Hokuriku	['チャイナ']
ショタいいんす	1507	イケメン	0.0	0	【カフェタイム】14:00~17:00【バータイム】18:00~23:30【ナイトタイム】12:30~5:00(金土)	3,000円~	大阪難波駅南海難波駅日本橋駅近鉄日本橋駅	Kansai	['イケメン']
SWEET DREAMS	1508		0.0	0.0	平日 21:00~翌500土曜 19:00~翌5:00日曜 19:00~24:00	5,500円~/1h	新宿駅	Kanto	['']
執事喫茶SWALLOWTAIL（スワロウテイル）	1509	執事	0.0	2.0	Tea Time 10:30~18:40Dinner Time 19:00~21:15（予約制）	3000円~	池袋駅 徒歩8分	Kanto	['執事']
Stella charm	1510	星	0.0	0.0	月~金17:00~23:00休日15:00~23:00(金土祝日前は翌朝5時迄営業の場合があります詳しくはTwitterにて詳細ご確認ください)	2,000円~4,000円	JR秋葉原駅	Kanto	['星']
Stern	1511	アイドル	0.0	2	19:00~25:00	4,000円~	心斎橋駅	Kansai	['アイドル']
STAZIA	1512	アイドル×ステージ	0.0	1	20:00〜1:00	3600円(お一人様)	長堀橋	Kansai	['アイドル', 'ステージ']
STAZIA	1513	サブカル	0.0	0	20:00~LAST	3,000円~	心斎橋駅より徒歩5分	Kansai	['サブカル']
星明りの談話室-StarlitLounge-	1514	星空	0.0	0.0	平日 : 18:00~5:00土日 : 12:00~5:00	2,000円	新宿駅	Kanto	['星空']
Stage:REM	1515	夢	0.0	0	17:00~23:00	1,690円~	阪急梅田駅東梅田駅	Kansai	['夢']
Spica	1516	男装	0.0	0.0	コロナ禍 17:00-21:00通常 20:00-5:00	3,000円~	池袋駅	Kanto	['男装']
ソルシエールと魔法の鏡	1517	魔法	0.0	3.0	15:00~23:30	1,500円~	秋葉原駅	Kanto	['魔法']
ニュースナックしゃんぐりら	1518		0.0	0	20:00~3:00	2,800円~	すすきの駅	Hokkaido and Tohoku	['']
銀塩寫眞館	1519		0.0	0.0	月~木 18:00~23:00 金 18:00~5:00 土 17:00~5:00 日 17:00~22:00	フリードリンク（アルコールを含むドリンク飲み放題） 男性：最初の1時間 2000円 延長 1000円/30min 2000円/1h 女性：最初の1時間 1500円 延長 800円/30min 1500円/1h	池袋駅から徒歩５分	Kanto	['']
Ergoth. -エルゴス-	1520	ゴシック	0.0	3.0	18:00~23:30	2,000円~	新宿駅西武新宿駅	Kanto	['ゴシック']
メイドシーシャ ふ〜も	1521	メイド	0.0	2.0	13:00~5:00	2,900円~	東新宿駅新宿駅	Kanto	['メイド']
メイドCafe＆アイドルBar セラフィナイト	1522	アイドル	0.0	2	平日 17:00~23:00土日祝前日 11:00~翌05:00	500円~	南海なんば＆地下鉄御堂筋線なんば＆地下鉄堺筋線恵美須町＆地下鉄堺筋線日本橋＆近鉄日本橋 徒歩５分	Kansai	['アイドル']
戦国御伽噺	1523	戦国	0.0	0.0	平日 18:00~24:00土日祝 12:00~24:00	2,000円~	秋葉原駅から徒歩5分	Kanto	['戦国']
SCHWARTZ CHEVALIER (シュバルツ シュバリエ)	1524	騎士	0.0	1.0	平日･日祝 17:00~23:00金･土 17:00~5:00		末広町駅から徒歩2分秋葉原駅から徒歩7分	Kanto	['騎士']
サキュバスシーシャ ABYSS 歌舞伎町	1525	サキュバス×シーシャ	0.0	5.0	月 17:00 - 29:00 火 17:00 - 29:00 水 17:00 - 29:00	4,000円~	新宿	Kanto	['サキュバス', 'シーシャ']
メイドcafe & bar ロシアンブルー	1526	メイド	0.0	0.0	月∼木17:00-24:00金曜日17:00-5:00土曜日14:00-5:00日曜日14:00-24:00	2,000円~/1h	高円寺	Kanto	['メイド']
渋谷WonderGround	1527	アイドル	0.0	0.0	平日 18:00~23:00土日祝 17:00~23:00	2,400円~	渋谷駅	Kanto	['アイドル']
Royal♡Melt(ロイヤルメルト/ロイメロ)	1528	かわいい×高級感×顔ラン	4.0	27.0	月 19:00 - 25:00 火 19:00 - 25:00 水 19:00 - 25:00	約3000円から	新宿駅東新宿駅西武新宿駅	Kanto	['かわいい', '高級感', '顔ラン']
るーとえー🐾	1529	猫×彼氏	0.0	3	17:00~5:00	平均6000円		Kansai	['猫', '彼氏']
Ribera-リベラ-	1530		0.0	0.0	19:00~23:00	3,000円~	新宿駅	Kanto	['']
RING-A-BELL	1531		0.0	0.0	月~金 17:00~24:00 土日祝 13:00~24:00	2000円～	JR秋葉原駅から徒歩5分	Kanto	['']
リボンメイドカフェ ロゼリータ 札幌	1532	メイド	0.0	1	月~金 18:00~翌1:00日 18:00~翌2:00日 18:00~23:00	2,500円~	南北線 すすきの駅から徒歩1分	Hokkaido and Tohoku	['メイド']
眠らない遊園地レアリゼ 梅田店	1533	遊園地	0.0	3	月~木 18:00~23:00金 18:00~LAST土 15:00~LAST日 15:00~23:00	1,210円~	谷町線東梅田御堂筋線梅田駅JR大阪駅	Kansai	['遊園地']
眠らない遊園地レアリゼ	1534	遊園地	0.0	3	18:00~翌6:00	1,500円~	心斎橋駅なんば駅	Kansai	['遊園地']
ラビットムーン	1535	うさぎ	0.0	0.0	18:00~LAST	3,700円~	秋葉原駅	Kanto	['うさぎ']
メイドカフェ&バー　ラグドール	1536	猫	0.0	0.0	17:00-24:00	2,000円~/1h	JR高円寺駅徒歩5分	Kanto	['猫']
メイドカフェQT	1537	メイド	0.0	0	12:00~翌1:00	3,500円~	辛島町駅(市電)	Kyusyu and Okinawa	['メイド']
クイーンズコート ~女神の中庭~	1538	メイド×女神	14.0	16.0	月曜日　17:00～23:00火・水・木　11:00～23:00金・土・祝前日　11:00～翌5:00日・祝日　11:00～23:00	3,000	秋葉原駅 電気街口より徒歩４分	Kanto	['メイド', '女神']
プティ・ポミエ	1539	妖精	0.0	0	平日 : 18:00~23:00土日 : 15:00~23:00	1,700円~	豊橋駅	Tokai	['妖精']
ぷるきゅー	1540	サブカル	0.0	1.0	水~金 18:00-24:00土日 16:00-24:00	3,000円	新宿駅から徒歩6分	Kanto	['サブカル']
ぷりもふぃ～ね福岡店	1541	メイド	0.0	2	14:00~22:00	1,000円~	天神駅	Kyusyu and Okinawa	['メイド']
大衆メイド喫茶ロイヤル	1542	メイド	0.0	1	月~木 : 19:00~24:00金土祝前日 : 19:00~25:00	1,500円~	胡町電停	Chugoku and Shikoku	['メイド']
ぷんぷりぷいっこ	1543	メイド	0.0	1.0	15:00~23:00	1,500円~	池袋駅	Kanto	['メイド']
Cafe&Bar PRIMO	1544		0.0	0	12:00~23:00	1,000円~	近鉄日本橋駅 徒歩6分地下鉄難波駅 徒歩8分地下鉄心斎橋駅 徒歩10分	Kansai	['']
プリズンカフェ	1545	イケメン×囚人×監獄×悪人	0.0	4.0	18:00~25:00		秋葉原駅末広町駅	Kanto	['イケメン', '囚人', '監獄', '悪人']
ぷりしーにゃ	1546	かわいい×ねこ×ポリス	0.0	14.0	月 16:20 - 23:00 火 16:20 - 23:00 水 16:20 - 23:00	4,000円~	末広町駅	Kanto	['かわいい', 'ねこ', 'ポリス']
POP iD Cafe & Bar Season3	1547	アイドル	0.0	0	平日 17:00〜24:00土日祝 12:00〜24:00	3,000円~	大阪市営堺筋線　恵美須町駅 5分各線難波駅（なんば駅）10分大阪市営堺筋線　日本橋駅 10分	Kansai	['アイドル']
Cafe Poco（カフェポコ）	1548	妹	0.0	1	11:00~22:00	1000円~	難波駅より徒歩5分	Kansai	['妹']
全宇宙魔法使いぱぴぷぺポロン	1549	コスプレ	0.0	0.0	月~木、土18:00〜23:30金18:00~25:00	2,600円~	新橋駅烏森口から徒歩３分	Kanto	['コスプレ']
ミュージック&メイドバー PLANETICA	1550	音楽	0.0	0	20:00~26:00(緊急事態宣言中などは変更アリ)	ご主人様は1時間￥2,100からお嬢様は1時間￥1,100から楽しめます。	地下鉄天神駅	Kyusyu and Okinawa	['音楽']
樂園-パライソ-	1551		0.0	3.0	平日 18:00~24:00土曜･祝日 17:00~24:00日曜 14:00~24:00(競馬営業)	3,000円~	高円寺	Kanto	['']
推しは推せる時におせっ！	1552		0.0	8	18:00~LAST	1,200円~	なんば駅	Kansai	['']
アニメソングアイドルメイドオタカラ	1553	アニソン	0.0	0	15:00~22:00	1,400円~	仙台駅	Hokkaido and Tohoku	['アニソン']
めいどーるcafe	1554	メイド	0.0	1.0	平日 16:00~23:00土日 14:00~23:00(L.O 22:30)	1,600円~	大宮駅	Kanto	['メイド']
OneShot	1555	メイド	0.0	0.0	15:00~24:00	3,000~5,000円	秋葉原駅末広町駅	Kanto	['メイド']
わんちゃんす	1556		0.0	0.0	月~金 18:00~4:30(L.O.4:00) 土日祝 18:00~4:30(L.O.4:00)	わんちゃんすでは以下のシステムにて、明朗会計をお約束しております。 ＜チャージ料＞ お一人様 1,000円のテーブルチャージ料をいただいております。 タイムチャージではございませんので、ごゆっくりお楽しみいただけます。 ※閉店までのお時間中の再来店はチャージ料はいただきません。 ※女性の場合、チャージ料が半額の500円となります。 ＜消費税・サービス料＞ メニューは全て税抜価格となっております。 お会計時には、消費税+5%のサービス料を合わせていただいております。 よって、合計額 + サービス料 + チャージ料 の総額がお会計額となります。 ＜注意事項＞ お1人様1時間に1品以上のオーダーをいたた゛いております お支払方法は現金のみとなりますので、ご注意ください。 わんちゃんすはテーブルチェック制となっておりますので、 お会計の際はお声がけいただき、お席に座ってお待ちください。	秋葉原駅より徒歩20秒	Kanto	['']
ティーンズ Style Cafe	1557	アイドル	0.0	1	平日 16:00~20:30土日 12:00~20:30	1,000円~	各線梅田駅･ＪＲ大阪駅より徒歩６分	Kansai	['アイドル']
Candy	1558	メイド	0.0	1	月 18:00 - 24:00 火 18:00 - 24:00 水 18:00 - 24:00	3,000円~	ゆいレール 牧志駅	Kyusyu and Okinawa	['メイド']
OH!RE:VILLA（オレビラ）	1559	うさぎ×バニー	0.0	3.0	月 18:00 - 24:00 火 18:00 - 24:00 水 18:00 - 24:00	4,000円~	新宿駅	Kanto	['うさぎ', 'バニー']
NYANGOVER -ニャングオーバー-	1560	猫	0.0	1.0	18:00~24:00	1,000円~	JR秋葉原駅昭和通り口より徒歩5分	Kanto	['猫']
ボドゲ＆特撮バー オフライン	1561	ボードゲーム	0.0	0	日~木 19:00~23:00金 19:00~2:00土 19:00~5:00	1,600円~	豊水すすきの駅	Hokkaido and Tohoku	['ボードゲーム']
にゃんカフェあいに〜	1562		0.0	2	平日 16:00~23:00土日祝 14:00~23:00	3,000円~	矢場町駅栄駅	Tokai	['']
Sleeping Forest	1563	森	0.0	0	17:00~23:00		なんば駅	Kansai	['森']
猫耳メイド屋	1564	猫	0.0	1.0	15:00~23:00イベント等によっては朝までやってる日もあるにゃ♪	1,320円~	東京メトロ銀座線　末広町駅	Kanto	['猫']
NEO BARBIE いちご大福支店	1565		0.0	0.0	月~金 19:00~LAST 土日祝 19:00~LAST	50分飲み放題 3,000円 70分飲み放題 4,000円 シングルチャージ 1,000円	宇都宮駅より徒歩５分	Kanto	['']
コンセプトカフェNAVY2	1566		1.0	2.0	月~金 16:00~翌5:00土日祝 11:00~翌5:00	2,200円~	横浜駅	Kanto	['']
ナチュラリア渋谷店	1567	すっぴん	0.0	1.0	月~金 16:00~24:00 土日祝 16:00~24:00	1500円～	東急田園都市線 渋谷駅徒歩1分京王井の頭線 神泉駅徒歩6分ＪＲ山手線 渋谷駅徒歩6分東京メトロ銀座線 渋谷駅徒歩6分東京メトロ半蔵門線 渋谷駅徒歩6分	Kanto	['すっぴん']
NATURALIA UMEDA	1568	すっぴん	0.0	1	15:00~24:00	3,000円~	東梅田駅 徒歩5分	Kansai	['すっぴん']
NATURALIA NIPPON-BASHI	1569	すっぴん	0.0	0	15:00~24:00	3,000円~	堺筋線 恵美須町駅から徒歩７分	Kansai	['すっぴん']
ナチュラリア 歌舞伎町店	1570	すっぴん	0.0	1.0	月~金 16:00~24:00 土日祝 16:00~24:00	男性のお客様 16時～17時 10分300円(税別)飲み放題 17時～24時 10分400円(税別)飲み放題 チャージ 500円（会員登録により無料） 女性のお客様 10分200円(税別)飲み放題 チャージ 500円（会員登録により無料）	新宿駅より徒歩５分	Kanto	['すっぴん']
ナチュラリア 赤坂店	1571	すっぴん	0.0	0.0	月~金 16:00~24:00 土日祝 16:00~24:00	男性のお客様 10分400円(税別)飲み放題 チャージ 500円（会員登録により無料） 女性のお客様 10分200円(税別)飲み放題 チャージ 500円（会員登録により無料）	赤坂駅より徒歩3分	Kanto	['すっぴん']
ナチュラリア 秋葉原店	1572	すっぴん	0.0	0.0	月~金16:00~23:00 土日祝12:00~23:00	男性のお客様 10分400円(税別)飲み放題 チャージ 500円（会員登録により無料） 女性のお客様 10分200円(税別)飲み放題 チャージ 500円（会員登録により無料）	秋葉原駅より徒歩５分	Kanto	['すっぴん']
NABI	1573	韓国	0.0	0.0	16:00~LAST	5,000円~	大宮駅	Kanto	['韓国']
MusicBarCorda	1574	音楽	0.0	0.0	平日 17:00-23:00土日･祝日 14:00-23:00(※新型コロナウイルス感染拡大問題を受け、行政からの自粛要請に応じ短縮している場合があります)	1,500円~	新宿三丁目東新宿新宿	Kanto	['音楽']
Mours（むーるす）	1575	くま	0.0	0.0	18:00~23:00	1,500円~	新宿駅	Kanto	['くま']
アミューズメントBAR MoonShade	1576	アミューズメント	0.0	0.0	月~土 20:00~ラスト	2500円～	浅草橋駅より徒歩1分	Kanto	['アミューズメント']
MOON	1577		0.0	0	20:00~翌2:00	1,300円〜	通町筋駅	Kyusyu and Okinawa	['']
Momo in wonderland	1578		0.0	0	平日 : 16:00~22:30土日 : 12:00~22:30	1,000円~2,500円	上前津駅	Tokai	['']
Moi	1579	メイド	0.0	1	21:00~LAST	1,800円~	広島駅	Chugoku and Shikoku	['メイド']
アニソンバーもふる仙台店	1580	アニソン	0.0	1	19:00~翌5:00	3,000円~4,000円	広瀬通駅 西5番出口 徒歩5分 勾当台公園駅 南3番出口 徒歩6分	Hokkaido and Tohoku	['アニソン']
MOET PARTY	1581	パーティ	0.0	0.0	18:00~23:00(深夜営業あり)	5,000円~	秋葉原駅末広町駅	Kanto	['パーティ']
CLUB MODEL 男装ホスト	1582	男装	0.0	1.0	2021/3/7までは平日15:00~20:00※2021/3/7以降毎日15:00~20:00	3,000円~	新宿三丁目から徒歩3分	Kanto	['男装']
minette(ミネット)	1583	アイドル×ねこ×猫耳	0.0	12.0	月 16:30 - 23:00 火 16:30 - 23:00 水 16:30 - 23:00	4,000円~	末広町駅	Kanto	['アイドル', 'ねこ', '猫耳']
cafe&bar mine	1584	妹	0.0	0	平日 17:00-23:00土日祝 15:00-23:00	3,000円~(お一人様)	地下鉄御堂筋線なんば駅･･ 徒歩約5分近鉄難波線難波駅･･･徒歩約6分南海電鉄難波駅･･･徒歩約6分大阪市営地下鉄堺筋線 日本橋駅･･･徒歩約8分	Kansai	['妹']
milkymoon(ミルキームーン)	1585	夢	0.0	1	平日18:00~23:00土日祝15:00~23:00 深夜営業もときどき	平均3000円(チャージ1時間800円＋ワンドリンクオーダー制600円~)	なんばウォークB25番出口から徒歩1分	Kansai	['夢']
めいどカフェ&バーmilkplanet（ミルクプラネット）	1586	アミューズメント×メイド×宇宙	0.0	4.0	平日18:00~29:00土16:00~29:00日祝16:00~23:00	3000円～	JR新宿駅から徒歩8分西武新宿駅から徒歩5分新宿三丁目駅から徒歩3分	Kanto	['アミューズメント', 'メイド', '宇宙']
めいどカフェ＆バー milkplanet -shinsaibashi-	1587	アイドル	0.0	0	月~金 18:00~LAST土日祝 16:00~LAST	3,000円~		Kansai	['アイドル']
めいどカフェ＆バー milkplanet -akihabara-	1588	アイドル	0.0	1.0	月〜金 16:00~23:00日祝 13:00〜23:00	3,000円~	末広町駅 徒歩3分秋葉原駅 徒歩5分上野広小路駅 徒歩8分御徒町駅 徒歩8分	Kanto	['アイドル']
Milkcafe	1589	クラシカル	0.0	0	月~金18:00~翌02:00土15:00~翌02:00日・祝 15:00~23:00	1,000円~	御堂筋なんば駅から徒歩10分近鉄日本橋駅から徒歩8分	Kansai	['クラシカル']
コスプレカフェ ミルキーエンジェル	1590	コスプレ	0.0	1	19:00~last	4,000円~	胡町電停	Chugoku and Shikoku	['コスプレ']
コンセプトカフェ miel	1591	制服	0.0	0.0	月~金 14:00~5:00土日祝 13:00~5:00		秋葉原駅より徒歩7分末広町駅より徒歩2分	Kanto	['制服']
メイド喫茶 めーるぴゅあ	1592	メイド	0.0	1	平日 19:00~2:00週末 19:00~3:00		横川駅	Chugoku and Shikoku	['メイド']
Cafe&Barマーメイド	1593	マーメイド×マリン×海×水着	2.0	13.0	16:00~25:00	3,700円~	秋葉原駅	Kanto	['マーメイド', 'マリン', '海', '水着']
